rank,country,country_iso3,region,year,hno_year,sector_label,need_method,need_selection,source_file,people_in_need,requirements_usd,funding_usd,funding_pct,appeal_names,appeal_types,has_hrp_record,has_active_hrp,active_hrp_count,active_hrp_names,active_hrp_codes,active_hrp_types,hrp_status,cbpf_budget_usd,cbpf_projects,cbpf_per_person_in_need,cbpf_mapping_confidence,cbpf_country_source,population_baseline,population_reference_year,pin_population_share,population_source,severity_scale,severity_rank,severity_context,severity_source,sector_count,sector_requirements_usd,sector_funding_usd,sector_median_funding_pct,worst_sector,worst_sector_funding_pct,worst_sector_gap_usd,incoming_total_usd,incoming_flow_records,incoming_source_count,top_donor,top_donor_usd,top_donor_share,outgoing_total_usd,outgoing_flow_records,outgoing_recipient_count,top_recipient,top_recipient_usd,top_recipient_share,overlooked_score,overlooked_level,underfunded_years_last_3,observed_funding_years_last_3,confidence,data_quality_flags,supplemental_data_flags,lat,lon,explanation
15,Nigeria,NGA,West and Central Africa,2024,2024,TOTAL - Health,national_hno_record,intersectoral_or_plan_caseload_hno,hpc_hno_2024.csv,5342897.0,926542686.0,555191831.0,0.5992080444742726,Nigeria Humanitarian Response Plan 2024,Humanitarian response plan,True,True,1,Nigeria Humanitarian Response Plan 2024,HNGA24,sector,active_hrp,18999922.94,33.0,3.556108781434492,medium_alias_table,pooledfundname_alias_table,216798930.0,2022,0.024644480487057755,UNFPA and United States Census Bureau - PEPFAR  program,0.05263157894736842,19.0,PIN is 2.5% of the COD admin0 population baseline.,HNO PIN / COD admin0 population baseline,17,926542686.0,515708869.0,0.493796418005912,"Protection - Housing, Land and Property",0.12873244674764994,4408951.0,4498025,27,2,"Switzerland, Government of",2865485,0.637054040384391,2865485.0,8.0,5.0,Save the Children,1250000.0,0.4362263281783014,42.31146555480985,Moderate,0,3,High,ok,ok,9.082,8.6753,"Nigeria ranks Moderate because it has 5,342,897 people in need, 60% funded, and $18,999,923 in mapped CBPF allocations for the selected year. It was below the chronic funding threshold in 0 of the last 3 observed funding years. COD admin0 data puts PIN at 2.5% of the population baseline. It has an active HRP in 2024; matched FTS funding coverage is 60% funded. The available need-intensity context ranks at percentile 5% based on HNO PIN divided by COD admin0 population. The lowest matched sector funding coverage is Protection - Housing, Land and Property at 12.9%. The largest single-country incoming flow source accounts for 63.7% of matched paid/commitment flow detail."
16,Cameroon,CMR,West and Central Africa,2024,2024,Protection (overall),national_hno_record,intersectoral_or_plan_caseload_hno,hpc_hno_2024.csv,2033292.0,371369724.0,169323281.0,0.4559426093657543,Cameroon Humanitarian Response Plan 2024,Humanitarian response plan,True,True,1,Cameroon Humanitarian Response Plan 2024,HCMR24,cluster,active_hrp,0.0,0.0,0.0,not_applicable_no_mapped_allocation,no_mapped_cbpf_allocation,29442318.0,2025,0.06906018744855619,BUCREP Cameroun,0.21052631578947367,16.0,PIN is 6.9% of the COD admin0 population baseline.,HNO PIN / COD admin0 population baseline,14,334257221.0,131927032.0,0.31295910385767384,Early Recovery,0.0,714715.0,8330289,7,4,European Commission,5096237,0.611771932522389,,,,,,,41.41393476585614,Moderate,1,3,High,no_mapped_cbpf_allocation,ok,7.3697,12.3547,"Cameroon ranks Moderate because it has 2,033,292 people in need, 46% funded, and $0 in mapped CBPF allocations for the selected year. It was below the chronic funding threshold in 1 of the last 3 observed funding years. COD admin0 data puts PIN at 6.9% of the population baseline. It has an active HRP in 2024; matched FTS funding coverage is 46% funded. The available need-intensity context ranks at percentile 21% based on HNO PIN divided by COD admin0 population. The lowest matched sector funding coverage is Early Recovery at 0.0%. The largest single-country incoming flow source accounts for 61.2% of matched paid/commitment flow detail."
17,Ukraine,UKR,Europe,2024,2024,Protection (overall),national_hno_record,intersectoral_or_plan_caseload_hno,hpc_hno_2024.csv,11531006.0,3107702931.0,2351067959.0,0.7565291828725311,Ukraine Humanitarian Needs and Response Plan 2024,Humanitarian needs and response plan,True,True,1,Ukraine Humanitarian Needs and Response Plan 2024,HUKR24,Humanitarian needs and response plan,active_hrp,164338871.75,73.0,14.251911043147492,medium_alias_table,pooledfundname_alias_table,,,,,,,No local INFORM/IPC/IDP severity file or COD baseline matched this row.,No local INFORM/IPC/IDP severity source matched,14,3107702931.0,1753259787.0,0.8993830059438004,Emergency Telecommunications,0.0,1513000.0,95931894,39,6,European Commission's Humanitarian Aid and Civil Protection Department,36948410,0.385152512468898,23874194.0,14.0,7.0,National NGOs (Confidential),14308349.0,0.5993228085521966,41.29510376152005,Moderate,0,3,High,ok,no_cod_population_baseline,48.3794,31.1656,"Ukraine ranks Moderate because it has 11,531,006 people in need, 76% funded, and $164,338,872 in mapped CBPF allocations for the selected year. It was below the chronic funding threshold in 0 of the last 3 observed funding years. It has an active HRP in 2024; matched FTS funding coverage is 76% funded. The lowest matched sector funding coverage is Emergency Telecommunications at 0.0%. The largest single-country incoming flow source accounts for 38.5% of matched paid/commitment flow detail."
18,Mozambique,MOZ,Southern Africa,2024,2024,Protection (overall),national_hno_record,intersectoral_or_plan_caseload_hno,hpc_hno_2024.csv,1424507.0,502445224.0,195747004.0,0.38958874450361974,Mozambique Drought Flash Appeal 2024; Mozambique Humanitarian Needs and Response Plan 2024,Flash appeal; Humanitarian needs and response plan,True,True,2,Mozambique Drought Flash Appeal 2024; Mozambique Humanitarian Needs and Response Plan 2024,FMOZ24; HMOZ24,Humanitarian needs and response plan; cluster,active_hrp,0.0,0.0,0.0,not_applicable_no_mapped_allocation,no_mapped_cbpf_allocation,35163992.0,2025,0.040510389150355854, Mozambique INE (Instituto Nacional de Estatistica),0.15789473684210525,17.0,PIN is 4.1% of the COD admin0 population baseline.,HNO PIN / COD admin0 population baseline,13,502445224.0,171205863.0,0.3194153548387097,Education,0.10302743685135365,19922628.0,4379171,12,3,"United Kingdom, Government of",2512903,0.5738307547250382,246572.0,4.0,2.0,International NGOs (Confidential),221572.0,0.8986097367097643,40.98944805407617,Moderate,2,3,High,no_mapped_cbpf_allocation,ok,-18.6657,35.5296,"Mozambique ranks Moderate because it has 1,424,507 people in need, 39% funded, and $0 in mapped CBPF allocations for the selected year. It was below the chronic funding threshold in 2 of the last 3 observed funding years. COD admin0 data puts PIN at 4.1% of the population baseline. It has an active HRP in 2024; matched FTS funding coverage is 39% funded. The available need-intensity context ranks at percentile 16% based on HNO PIN divided by COD admin0 population. The lowest matched sector funding coverage is Education at 10.3%. The largest single-country incoming flow source accounts for 57.4% of matched paid/commitment flow detail."
19,Sudan,SDN,East Africa,2024,2024,Protection (overall),national_hno_record,intersectoral_or_plan_caseload_hno,hpc_hno_2024.csv,7740348.0,2695680744.0,1903503782.0,0.7061310157876767,Sudan Humanitarian Needs and Response Plan 2024,Humanitarian needs and response plan,True,True,1,Sudan Humanitarian Needs and Response Plan 2024,HSDN24,Humanitarian needs and response plan,active_hrp,179836929.09,100.0,23.233700744462652,medium_alias_table,pooledfundname_alias_table,47514529.0,2024,0.16290486642517282,Central Bureau of Statistics (CBS) Sudan,0.5789473684210527,9.0,PIN is 16.3% of the COD admin0 population baseline.,HNO PIN / COD admin0 population baseline,14,2064481070.0,1568386800.0,0.4820411728743554,Camp Coordination / Management,0.09167021219964053,13411542.0,45859181,21,13,"France, Government of",22026432,0.4803058301455493,5288088.0,5.0,4.0,Silatech Organization,2500000.0,0.47276066510239617,39.013391271974754,Moderate,0,3,High,ok,ok,12.8628,30.2176,"Sudan ranks Moderate because it has 7,740,348 people in need, 71% funded, and $179,836,929 in mapped CBPF allocations for the selected year. It was below the chronic funding threshold in 0 of the last 3 observed funding years. COD admin0 data puts PIN at 16.3% of the population baseline. It has an active HRP in 2024; matched FTS funding coverage is 71% funded. The available need-intensity context ranks at percentile 58% based on HNO PIN divided by COD admin0 population. The lowest matched sector funding coverage is Camp Coordination / Management at 9.2%. The largest single-country incoming flow source accounts for 48.0% of matched paid/commitment flow detail."
20,Haiti,HTI,Latin America and Caribbean,2024,2024,Protection (total),national_hno_record,intersectoral_or_plan_caseload_hno,hpc_hno_2024.csv,1595141.0,673767352.0,297922358.0,0.4421739300897441,Haïti Besoins Humanitaires et Plan de Réponse 2024,Humanitarian needs and response plan,True,True,1,Haïti Besoins Humanitaires et Plan de Réponse 2024,HHTI24,Humanitarian needs and response plan,active_hrp,4026011.8,11.0,2.523922211265336,medium_alias_table,pooledfundname_alias_table,11899555.0,2024,0.13405047499675407,"Please see section 3 ""Data Sources"" of attached ""Technical Accompanying Note""",0.42105263157894735,12.0,PIN is 13.4% of the COD admin0 population baseline.,HNO PIN / COD admin0 population baseline,13,673767352.0,276205802.0,0.4008405529411765,Protection - Human Trafficking & Smuggling,0.09696271099744246,17654379.0,5696251,23,5,"United States of America, Government of",2683896,0.47116884420999006,1569899.0,9.0,5.0,International NGOs (Confidential),783465.0,0.4990543977669901,35.82065174775639,Moderate,2,3,High,ok,ok,18.9712,-72.2852,"Haiti ranks Moderate because it has 1,595,141 people in need, 44% funded, and $4,026,012 in mapped CBPF allocations for the selected year. It was below the chronic funding threshold in 2 of the last 3 observed funding years. COD admin0 data puts PIN at 13.4% of the population baseline. It has an active HRP in 2024; matched FTS funding coverage is 44% funded. The available need-intensity context ranks at percentile 42% based on HNO PIN divided by COD admin0 population. The lowest matched sector funding coverage is Protection - Human Trafficking & Smuggling at 9.7%. The largest single-country incoming flow source accounts for 47.1% of matched paid/commitment flow detail."
21,Somalia,SOM,East Africa,2024,2024,Protection (overall),national_hno_record,intersectoral_or_plan_caseload_hno,hpc_hno_2024.csv,3783649.35551644,1595623827.0,905289169.0,0.5673575147734367,Regional Migrant Response Plan for Horn of Africa to Yemen and Southern Africa 2024; Somalia Humanitarian Needs and Response Plan 2024,Humanitarian needs and response plan; Regional response plan,True,True,2,Regional Migrant Response Plan for Horn of Africa to Yemen and Southern Africa 2024; Somalia Humanitarian Needs and Response Plan 2024,HSOM24; RRHOAY24,Humanitarian needs and response plan; sector,active_hrp,27625379.14,68.0,7.301252453460858,medium_alias_table,pooledfundname_alias_table,12327528.0,2014,0.30692685147553017,Multiple Source (Humanitarian Partners),0.8947368421052632,3.0,PIN is 30.7% of the COD admin0 population baseline.,HNO PIN / COD admin0 population baseline,15,1513080145.0,780813568.0,0.41168742416981063,"Protection - Housing, Land and Property",0.054046184738955824,4710850.0,6732131,19,5,"United States of America, Government of",2903568,0.4312999851013,322110.0,1.0,1.0,International NGOs (Confidential),322110.0,1.0,31.649395463997415,Watch,0,3,High,ok,ok,5.1521,46.1996,"Somalia ranks Watch because it has 3,783,649 people in need, 57% funded, and $27,625,379 in mapped CBPF allocations for the selected year. It was below the chronic funding threshold in 0 of the last 3 observed funding years. COD admin0 data puts PIN at 30.7% of the population baseline. It has an active HRP in 2024; matched FTS funding coverage is 57% funded. The available need-intensity context ranks at percentile 89% based on HNO PIN divided by COD admin0 population. The lowest matched sector funding coverage is Protection - Housing, Land and Property at 5.4%. The largest single-country incoming flow source accounts for 43.1% of matched paid/commitment flow detail."
22,South Sudan,SSD,East Africa,2024,2024,Protection (overall),national_hno_record,intersectoral_or_plan_caseload_hno,hpc_hno_2024.csv,5538189.0,1788817122.0,1283919138.0,0.7177475674900209,South Sudan Humanitarian Needs and Response Plan 2024,Humanitarian needs and response plan,True,True,1,South Sudan Humanitarian Needs and Response Plan 2024,HSSD24,Humanitarian needs and response plan,active_hrp,38567034.64,68.0,6.9638350442716925,medium_alias_table,pooledfundname_alias_table,12394970.0,2022,0.4468093912288614,"South Sudan National Bureau of Statistics [SSNBS], Government of South Sudan, UNFPA",0.9473684210526315,2.0,PIN is 44.7% of the COD admin0 population baseline.,HNO PIN / COD admin0 population baseline,14,1388817122.0,1059129207.0,0.6956111577259101,Education,0.2541981567489532,37385519.0,64943464,39,10,"United Kingdom, Government of",56906705,0.8762499179286156,100366.0,3.0,2.0,"Switzerland, Government of",88586.0,0.8826295757527449,31.431310812749473,Watch,0,3,High,ok,ok,6.877,31.307,"South Sudan ranks Watch because it has 5,538,189 people in need, 72% funded, and $38,567,035 in mapped CBPF allocations for the selected year. It was below the chronic funding threshold in 0 of the last 3 observed funding years. COD admin0 data puts PIN at 44.7% of the population baseline. It has an active HRP in 2024; matched FTS funding coverage is 72% funded. The available need-intensity context ranks at percentile 95% based on HNO PIN divided by COD admin0 population. The lowest matched sector funding coverage is Education at 25.4%. The largest single-country incoming flow source accounts for 87.6% of matched paid/commitment flow detail."
23,Chad,TCD,West and Central Africa,2024,2024,Protection (total),national_hno_record,intersectoral_or_plan_caseload_hno,hpc_hno_2024.csv,511562.0,1124572823.0,635419720.0,0.5650320788518646,Tchad Besoins Humanitaires et Plan de Réponse 2024,Humanitarian needs and response plan,True,True,1,Tchad Besoins Humanitaires et Plan de Réponse 2024,HTCD24,Humanitarian needs and response plan,active_hrp,0.0,0.0,0.0,not_applicable_no_mapped_allocation,no_mapped_cbpf_allocation,18033749.0,2023,0.02836692470323281,UNFPA and INSEED Tchad,0.10526315789473684,18.0,PIN is 2.8% of the COD admin0 population baseline.,HNO PIN / COD admin0 population baseline,11,530743234.0,268209341.0,0.3798416553550376,Protection - Child Protection,0.24327343031301837,4993933.0,5733807,17,4,European Commission's Humanitarian Aid and Civil Protection Department,1922739,0.33533374946174505,1659642.0,4.0,2.0,Caritas Switzerland,1159642.0,0.6987302080810199,25.770031362036715,Watch,0,3,High,no_mapped_cbpf_allocation,ok,15.4542,18.7322,"Chad ranks Watch because it has 511,562 people in need, 57% funded, and $0 in mapped CBPF allocations for the selected year. It was below the chronic funding threshold in 0 of the last 3 observed funding years. COD admin0 data puts PIN at 2.8% of the population baseline. It has an active HRP in 2024; matched FTS funding coverage is 57% funded. The available need-intensity context ranks at percentile 11% based on HNO PIN divided by COD admin0 population. The lowest matched sector funding coverage is Protection - Child Protection at 24.3%. The largest single-country incoming flow source accounts for 33.5% of matched paid/commitment flow detail."
24,Central African Republic,CAF,West and Central Africa,2024,2024,Final HRP caseload,national_hno_record,max_reported_pin_no_intersectoral,hpc_hno_2024.csv,2801810.0,413844967.0,264825767.0,0.6399153985603503,République Centrafricaine Plan de Réponse Humanitaire 2024; Sudan Emergency: Regional Refugee Response Plan 2024,Humanitarian response plan; Regional response plan,True,True,2,République Centrafricaine Plan de Réponse Humanitaire 2024; Sudan Emergency: Regional Refugee Response Plan 2024,HCAF24; RRSDN24,cluster; sector,active_hrp,17149917.63,41.0,6.121013783946806,medium_alias_table,pooledfundname_alias_table,,,,,,,No local INFORM/IPC/IDP severity file or COD baseline matched this row.,No local INFORM/IPC/IDP severity source matched,14,331670976.0,205136861.0,0.6768420770187811,Protection - Mine Action,0.0,2950000.0,1276851,9,4,European Commission's Humanitarian Aid and Civil Protection Department,947280,0.7418876595624705,179427.0,2.0,1.0,International NGOs (Confidential),179427.0,1.0,24.210448369324578,Watch,0,3,High,ok,no_cod_population_baseline,6.6111,20.9394,"Central African Republic ranks Watch because it has 2,801,810 people in need, 64% funded, and $17,149,918 in mapped CBPF allocations for the selected year. It was below the chronic funding threshold in 0 of the last 3 observed funding years. It has an active HRP in 2024; matched FTS funding coverage is 64% funded. The lowest matched sector funding coverage is Protection - Mine Action at 0.0%. The largest single-country incoming flow source accounts for 74.2% of matched paid/commitment flow detail."
